date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:11:11	94668/94668	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2028%20Dec%202019%2009:34:00%20GMT	https://www.bikham.com/assets/fonts/ProximaNova-Regular.svg	D:/Websites/bikham.com_accounting-finance/www.bikham.com/assets/fonts/ProximaNova-Regular.svg	(from https://www.bikham.com/assets/css/default.css)
14:11:11	30904/30904	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2028%20Dec%202019%2009:34:00%20GMT	https://www.bikham.com/assets/fonts/Flaticon.eot?	D:/Websites/bikham.com_accounting-finance/www.bikham.com/assets/fonts/Flaticond41d.eot	(from https://www.bikham.com/assets/css/default.css)
14:11:11	19184/19184	---M--	200	added ('OK')	font/woff	date:Sat,%2028%20Dec%202019%2009:34:00%20GMT	https://www.bikham.com/assets/fonts/Flaticon.woff	D:/Websites/bikham.com_accounting-finance/www.bikham.com/assets/fonts/Flaticon.woff	(from https://www.bikham.com/assets/css/default.css)
14:11:12	30728/30728	---M--	200	added ('OK')	font/ttf	date:Sat,%2028%20Dec%202019%2009:34:00%20GMT	https://www.bikham.com/assets/fonts/Flaticon.ttf	D:/Websites/bikham.com_accounting-finance/www.bikham.com/assets/fonts/Flaticon.ttf	(from https://www.bikham.com/assets/css/default.css)
14:11:12	130616/130616	---M--	200	added ('OK')	font/ttf	date:Sat,%2028%20Dec%202019%2009:34:00%20GMT	https://www.bikham.com/assets/fonts/ProximaNova-Regular.ttf	D:/Websites/bikham.com_accounting-finance/www.bikham.com/assets/fonts/ProximaNova-Regular.ttf	(from https://www.bikham.com/assets/css/default.css)
14:11:12	340/340	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Aug%202023%2008:41:13%20GMT	https://www.bikham.com/assets/fonts/font-awesome/fa-brands-400.eot	D:/Websites/bikham.com_accounting-finance/www.bikham.com/assets/fonts/font-awesome/fa-brands-400.eot	(from https://www.bikham.com/assets/css/default.css)
14:11:13	216680/216680	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2028%20Dec%202019%2009:34:00%20GMT	https://www.bikham.com/assets/fonts/Flaticon.svg	D:/Websites/bikham.com_accounting-finance/www.bikham.com/assets/fonts/Flaticon.svg	(from https://www.bikham.com/assets/css/default.css)
14:11:13	340/340	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Aug%202023%2008:41:13%20GMT	https://www.bikham.com/assets/fonts/font-awesome/fa-brands-400.eot?	D:/Websites/bikham.com_accounting-finance/www.bikham.com/assets/fonts/font-awesome/fa-brands-400d41d.eot	(from https://www.bikham.com/assets/css/default.css)
14:11:13	340/340	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Aug%202023%2008:41:14%20GMT	https://www.bikham.com/assets/fonts/font-awesome/fa-brands-400.woff2	D:/Websites/bikham.com_accounting-finance/www.bikham.com/assets/fonts/font-awesome/fa-brands-400.woff2	(from https://www.bikham.com/assets/css/default.css)
14:11:13	645604/645604	---M--	200	added ('OK')	font/woff	date:Sat,%2028%20Dec%202019%2009:34:00%20GMT	https://www.bikham.com/assets/fonts/icofont.woff	D:/Websites/bikham.com_accounting-finance/www.bikham.com/assets/fonts/icofont.woff	(from https://www.bikham.com/assets/css/font-awesome.css)
14:11:13	340/340	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Aug%202023%2008:41:14%20GMT	https://www.bikham.com/assets/fonts/font-awesome/fa-brands-400.woff	D:/Websites/bikham.com_accounting-finance/www.bikham.com/assets/fonts/font-awesome/fa-brands-400.woff	(from https://www.bikham.com/assets/css/default.css)
14:11:14	340/340	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Aug%202023%2008:41:14%20GMT	https://www.bikham.com/assets/fonts/font-awesome/fa-brands-400.ttf	D:/Websites/bikham.com_accounting-finance/www.bikham.com/assets/fonts/font-awesome/fa-brands-400.ttf	(from https://www.bikham.com/assets/css/default.css)
14:11:14	340/340	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Aug%202023%2008:41:15%20GMT	https://www.bikham.com/assets/fonts/font-awesome/fa-brands-400.svg	D:/Websites/bikham.com_accounting-finance/www.bikham.com/assets/fonts/font-awesome/fa-brands-400.svg	(from https://www.bikham.com/assets/css/default.css)
14:11:15	340/340	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Aug%202023%2008:41:15%20GMT	https://www.bikham.com/assets/fonts/font-awesome/fa-regular-400.eot	D:/Websites/bikham.com_accounting-finance/www.bikham.com/assets/fonts/font-awesome/fa-regular-400.eot	(from https://www.bikham.com/assets/css/default.css)
14:11:15	340/340	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Aug%202023%2008:41:15%20GMT	https://www.bikham.com/assets/fonts/font-awesome/fa-regular-400.eot?	D:/Websites/bikham.com_accounting-finance/www.bikham.com/assets/fonts/font-awesome/fa-regular-400d41d.eot	(from https://www.bikham.com/assets/css/default.css)
14:11:15	340/340	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Aug%202023%2008:41:16%20GMT	https://www.bikham.com/assets/fonts/font-awesome/fa-regular-400.woff2	D:/Websites/bikham.com_accounting-finance/www.bikham.com/assets/fonts/font-awesome/fa-regular-400.woff2	(from https://www.bikham.com/assets/css/default.css)
14:11:16	340/340	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Aug%202023%2008:41:16%20GMT	https://www.bikham.com/assets/fonts/font-awesome/fa-regular-400.woff	D:/Websites/bikham.com_accounting-finance/www.bikham.com/assets/fonts/font-awesome/fa-regular-400.woff	(from https://www.bikham.com/assets/css/default.css)
14:11:16	340/340	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Aug%202023%2008:41:16%20GMT	https://www.bikham.com/assets/fonts/font-awesome/fa-regular-400.ttf	D:/Websites/bikham.com_accounting-finance/www.bikham.com/assets/fonts/font-awesome/fa-regular-400.ttf	(from https://www.bikham.com/assets/css/default.css)
14:11:16	340/340	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Aug%202023%2008:41:17%20GMT	https://www.bikham.com/assets/fonts/font-awesome/fa-regular-400.svg	D:/Websites/bikham.com_accounting-finance/www.bikham.com/assets/fonts/font-awesome/fa-regular-400.svg	(from https://www.bikham.com/assets/css/default.css)
14:11:17	340/340	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Aug%202023%2008:41:17%20GMT	https://www.bikham.com/assets/fonts/font-awesome/fa-solid-900.eot	D:/Websites/bikham.com_accounting-finance/www.bikham.com/assets/fonts/font-awesome/fa-solid-900.eot	(from https://www.bikham.com/assets/css/default.css)
14:11:17	340/340	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Aug%202023%2008:41:18%20GMT	https://www.bikham.com/assets/fonts/font-awesome/fa-solid-900.eot?	D:/Websites/bikham.com_accounting-finance/www.bikham.com/assets/fonts/font-awesome/fa-solid-900d41d.eot	(from https://www.bikham.com/assets/css/default.css)
14:11:17	340/340	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Aug%202023%2008:41:18%20GMT	https://www.bikham.com/assets/fonts/font-awesome/fa-solid-900.woff2	D:/Websites/bikham.com_accounting-finance/www.bikham.com/assets/fonts/font-awesome/fa-solid-900.woff2	(from https://www.bikham.com/assets/css/default.css)
14:11:18	340/340	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Aug%202023%2008:41:18%20GMT	https://www.bikham.com/assets/fonts/font-awesome/fa-solid-900.woff	D:/Websites/bikham.com_accounting-finance/www.bikham.com/assets/fonts/font-awesome/fa-solid-900.woff	(from https://www.bikham.com/assets/css/default.css)
14:11:18	340/340	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Aug%202023%2008:41:19%20GMT	https://www.bikham.com/assets/fonts/font-awesome/fa-solid-900.ttf	D:/Websites/bikham.com_accounting-finance/www.bikham.com/assets/fonts/font-awesome/fa-solid-900.ttf	(from https://www.bikham.com/assets/css/default.css)
14:11:19	340/340	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Aug%202023%2008:41:19%20GMT	https://www.bikham.com/assets/fonts/font-awesome/fa-solid-900.svg	D:/Websites/bikham.com_accounting-finance/www.bikham.com/assets/fonts/font-awesome/fa-solid-900.svg	(from https://www.bikham.com/assets/css/default.css)
14:11:20	153937/153937	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Mar%202020%2007:16:22%20GMT	https://www.bikham.com/assets/images/contact-bg.jpg	D:/Websites/bikham.com_accounting-finance/www.bikham.com/assets/images/contact-bg.jpg	(from https://www.bikham.com/assets/css/default.css)
14:11:20	340/340	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Aug%202023%2008:41:21%20GMT	https://www.bikham.com/assets/images/home/h2-bg.jpg	D:/Websites/bikham.com_accounting-finance/www.bikham.com/assets/images/home/h2-bg.43.delayed	(from https://www.bikham.com/assets/css/default.css)
14:11:21	340/340	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Aug%202023%2008:41:21%20GMT	https://www.bikham.com/assets/images/home/h2-flip-bg-dark.jpg	D:/Websites/bikham.com_accounting-finance/www.bikham.com/assets/images/home/h2-flip-bg-dark.jpg	(from https://www.bikham.com/assets/css/default.css)
14:11:22	72472/72472	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Mar%202020%2007:17:10%20GMT	https://www.bikham.com/assets/images/landing2.jpg	D:/Websites/bikham.com_accounting-finance/www.bikham.com/assets/images/landing2.jpg	(from https://www.bikham.com/assets/css/default.css)
14:11:23	340/340	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Aug%202023%2008:41:23%20GMT	https://www.bikham.com/assets/images/home/h3-bg-vertical-flip.jpg	D:/Websites/bikham.com_accounting-finance/www.bikham.com/assets/images/home/h3-bg-vertical-flip.47.delayed	(from https://www.bikham.com/assets/css/default.css)
14:11:23	340/340	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Aug%202023%2008:41:24%20GMT	https://www.bikham.com/assets/images/home/worldmap-gray-bg.jpg	D:/Websites/bikham.com_accounting-finance/www.bikham.com/assets/images/home/worldmap-gray-bg.jpg	(from https://www.bikham.com/assets/css/default.css)
14:11:24	340/340	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Aug%202023%2008:41:24%20GMT	https://www.bikham.com/assets/images/home/bg-audian.jpg	D:/Websites/bikham.com_accounting-finance/www.bikham.com/assets/images/home/bg-audian.jpg	(from https://www.bikham.com/assets/css/default.css)
14:11:24	340/340	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Aug%202023%2008:41:24%20GMT	https://www.bikham.com/assets/images/about/bg-orange-triangle.jpg	D:/Websites/bikham.com_accounting-finance/www.bikham.com/assets/images/about/bg-orange-triangle.jpg	(from https://www.bikham.com/assets/css/default.css)
14:11:24	191787/191787	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Mar%202020%2007:17:06%20GMT	https://www.bikham.com/assets/images/landing1.jpg	D:/Websites/bikham.com_accounting-finance/www.bikham.com/assets/images/landing1.jpg	(from https://www.bikham.com/assets/css/default.css)
14:11:24	340/340	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Aug%202023%2008:41:25%20GMT	https://www.bikham.com/assets/images/about/bg-gray-triangle.jpg	D:/Websites/bikham.com_accounting-finance/www.bikham.com/assets/images/about/bg-gray-triangle.jpg	(from https://www.bikham.com/assets/css/default.css)
14:11:25	340/340	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Aug%202023%2008:41:25%20GMT	https://www.bikham.com/assets/images/css_sprites.png	D:/Websites/bikham.com_accounting-finance/www.bikham.com/assets/images/css_sprites.png	(from https://www.bikham.com/assets/css/default.css)
14:11:25	5832/5832	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Mar%202020%2007:42:18%20GMT	https://www.bikham.com/assets/images/spritesheet.png	D:/Websites/bikham.com_accounting-finance/www.bikham.com/assets/images/spritesheet.png	(from https://www.bikham.com/assets/css/default.css)
14:11:26	340/340	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Aug%202023%2008:41:26%20GMT	https://www.bikham.com/assets/images/home-banner-custom-li.png	D:/Websites/bikham.com_accounting-finance/www.bikham.com/assets/images/home-banner-custom-li.png	(from https://www.bikham.com/assets/css/default.css)
14:11:26	340/340	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Aug%202023%2008:41:27%20GMT	https://www.bikham.com/assets/images/home/h2-flip-bg.jpg	D:/Websites/bikham.com_accounting-finance/www.bikham.com/assets/images/home/h2-flip-bg.jpg	(from https://www.bikham.com/assets/css/default.css)
14:11:26	340/340	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Aug%202023%2008:41:27%20GMT	https://www.bikham.com/assets/images/home/h3-bg.jpg	D:/Websites/bikham.com_accounting-finance/www.bikham.com/assets/images/home/h3-bg.jpg	(from https://www.bikham.com/assets/css/default.css)
14:11:27	340/340	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Aug%202023%2008:41:27%20GMT	https://www.bikham.com/assets/images/qk-connect-bg.jpg	D:/Websites/bikham.com_accounting-finance/www.bikham.com/assets/images/qk-connect-bg.jpg	(from https://www.bikham.com/assets/css/default.css)
14:11:29	340/340	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Aug%202023%2008:41:30%20GMT	https://www.bikham.com/assets/images/Testim.jpg	D:/Websites/bikham.com_accounting-finance/www.bikham.com/assets/images/Testim.54.delayed	(from https://www.bikham.com/assets/css/default.css)
14:11:31	253756/253756	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Mar%202020%2007:16:16%20GMT	https://www.bikham.com/assets/images/career.jpg	D:/Websites/bikham.com_accounting-finance/www.bikham.com/assets/images/career.jpg	(from https://www.bikham.com/assets/css/default.css)
